,Name of Institution,Default Rate: 2 yr
3417,INTERNATIONAL SALON AND SPA ACADEMY,21.3
3418,ARKANSAS NORTHEASTERN COLLEGE,23.6
3419,SOUTHERN STATE COMMUNITY COLLEGE,21.0
3420,NORTH-WEST COLLEGE,5.6
3421,WYOTECH,36.2
3422,PICKENS TECHNICAL COLLEGE,0.0
3423,SANFORD-BROWN COLLEGE,22.5
3424,PAT GOINS BENTON ROAD BEAUTY SCHOOL,12.5
3425,CELEBRITY STYLIST BEAUTY SCHOOL,12.5
3426,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,8.5
3427,ANTONELLI COLLEGE,35.1
3428,VIRGINIA MARTI COLLEGE OF ART AND DESIGN,9.8
3429,MONONGALIA COUNTY TECHNICAL EDUCATION CENTER (MTEC),0.0
3430,ACADEMY OF CAREERS AND TECHNOLOGY,0.0
3431,LAKE TAHOE COMMUNITY COLLEGE,35.7
3432,MTI COLLEGE,14.4
3433,LEON INSTITUTE OF HAIR DESIGN,0.0
3434,EMPIRE BEAUTY SCHOOL,10.0
3435,EMPIRE BEAUTY SCHOOL,12.8
3436,EMPIRE BEAUTY SCHOOL,28.5
3437,EMPIRE BEAUTY SCHOOL,12.2
3438,EMPIRE BEAUTY SCHOOL,17.8
3439,SYRACUSE CITY SCHOOL DISTRICT,10.8
3440,SOUTH HILLS BEAUTY ACADEMY,11.0
3441,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,24.2
3442,TINT SCHOOL OF MAKEUP & COSMETOLOGY,0.0
3443,EMPIRE BEAUTY SCHOOL,21.1
3444,ROSEMEAD BEAUTY SCHOOL,0.0
3445,ROB ROY ACADEMY,24.3
3446,HUDSON COUNTY COMMUNITY COLLEGE,13.0
3447,EMPIRE BEAUTY SCHOOL,18.5
3448,NEBRASKA CHRISTIAN COLLEGE,11.7
3449,UNIVERSITY OF HUDDERSFIELD (THE),0.0
3450,PROFESSIONAL INSTITUTE OF BEAUTY,17.9
3451,OCEANSIDE COLLEGE OF BEAUTY,0.0
3452,NEILSON BEAUTY COLLEGE,0.0
3453,OLYMPIAN UNIVERSITY OF COSMETOLOGY,16.1
3454,LA'JAMES INTERNATIONAL COLLEGE,1.2
3455,NAZARENE BIBLE COLLEGE,11.4
3456,PHAGANS' TIGARD BEAUTY SCHOOL,35.7
3457,LANCASTER BEAUTY SCHOOL,16.4
3458,EMPIRE BEAUTY SCHOOL,23.7
3459,OGLE SCHOOL HAIR SKIN NAILS,21.0
3460,CITY UNIVERSITY OF SEATTLE,6.0
3461,YESHIVATH VIZNITZ,0.0
3462,BORICUA COLLEGE,19.3
3463,SOUTH UNIVERSITY,21.5
3464,AMERICAN BEAUTY COLLEGE,0.0
3465,CAPRI BEAUTY COLLEGE,10.5
3466,CAPRI OAK FOREST BEAUTY COLLEGE,2.3
3467,BELLINGHAM BEAUTY SCHOOL,12.5
3468,SALON SUCCESS ACADEMY,13.3
3469,CALIFORNIA WESTERN SCHOOL OF LAW,1.8
3470,INTERNATIONAL COLLEGE OF BROADCASTING,17.8
3471,YESHIVATH BETH MOSHE,0.0
3472,MASSEY UNIVERSITY,6.2
3473,CONTINENTAL ACADEMIE OF HAIR DESIGN,3.5
3474,BAPTIST BIBLE COLLEGE,9.0
3475,ROXBOROUGH MEMORIAL HOSPITAL,4.5
3476,M.J. MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT,9.0
3477,UNIVERSITY OF HOUSTON - VICTORIA,6.8
3478,ACADEMY OF HAIR DESIGN,22.2
3479,LORENZO WALKER INSTITUTE OF TECHNOLOGY,0.0
3480,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,7.4
3481,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,15.3
3482,ACADEMY COLLEGE,15.6
3483,KAPLAN COLLEGE,29.8
3484,BLACK RIVER TECHNICAL COLLEGE,26.6
3485,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,0.0
3486,NORTHEAST TECHNOLOGY CENTER,0.0
3487,LIBERTY UNIVERSITY,7.1
3488,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO,30.6
3489,EASTWICK COLLEGE,7.5
3490,TRUMBULL BUSINESS COLLEGE,20.1
3491,MARINELLO SCHOOL OF BEAUTY,8.9
3492,WAYCROSS COLLEGE,13.5
3493,HARRINGTON COLLEGE OF DESIGN,12.2
3494,BOSSIER PARISH COMMUNITY COLLEGE,24.6
3495,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,23.7
3496,FOUR RIVERS CAREER CENTER,8.3
3497,CAPRI COSMETOLOGY LEARNING CENTER,13.2
3498,MITCHELL'S HAIR STYLING ACADEMY,16.8
3499,DAYMAR COLLEGE,12.0
3500,ROANE JACKSON TECHNICAL CENTER,0.0
3501,CONLEE'S COLLEGE OF COSMETOLOGY,0.0
3502,PARIS BEAUTY COLLEGE,0.0
3503,MIAT COLLEGE OF TECHNOLOGY,15.5
3504,"MERIDIAN TECHNOLOGY CENTER, SCHOOL DISTRICT NUMBER 16",0.0
3505,BROWN COLLEGE OF COURT REPORTING,11.7
3506,VENUS BEAUTY ACADEMY,7.2
3507,WAYNES COLLEGE OF BEAUTY,0.0
3508,ROMAN ACADEMY OF BEAUTY CULTURE,12.5
3509,MONTSERRAT COLLEGE OF ART,9.1
3510,MBTI BUSINESS TRAINING INSTITUTE,33.3
3511,COASTLINE COMMUNITY COLLEGE,19.3
3512,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,8.1
3513,SIERRA COLLEGE OF BEAUTY,0.0
3514,PRESCOTT COLLEGE,9.3
3515,CALIFORNIA BEAUTY COLLEGE,0.0
3516,OHIO STATE COLLEGE OF BARBER STYLING,34.1
3517,"NEW SCHOOL, THE",6.8
3518,NICHOLS CAREER CENTER,12.5
3519,UNITED TECHNICAL CENTER,0.0
3520,ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY,2.8
3521,LESTER E. COX MEDICAL CENTER,6.9
3522,DOUGLAS EDUCATION CENTER,16.4
3523,NEW YORK SCHOOL OF INTERIOR DESIGN,4.3
3524,VATTEROTT COLLEGE,27.4
3525,CONCORDIA UNIVERSITY,4.5
3526,KAPLAN COLLEGE,17.9
3527,EMPIRE BEAUTY SCHOOL,10.0
3528,EMPIRE BEAUTY SCHOOL -ARVADA,15.3
3529,TELSHE YESHIVA-CHICAGO,0.0
3530,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,16.6
3531,CARVER CAREER AND TECHNICAL EDUCATION CENTER,0.0
3532,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,31.6
3533,NORTHWEST TECHNICAL INSTITUTE,0.0
3534,WOR-WIC COMMUNITY COLLEGE,15.1
3535,BRANFORD HALL CAREER INSTITUTE,18.6
3536,CAPITOL CITY TRADE & TECHNICAL SCHOOL,26.8
3537,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,9.6
3538,SOUTH ARKANSAS COMMUNITY COLLEGE,17.1
3539,LIFE UNIVERSITY,12.8
3540,CHRIS BEAUTY COLLEGE,0.0
3541,PULASKI TECHNICAL COLLEGE,24.8
3542,KELLER GRADUATE SCHOOL OF MANAGEMENT,7.1
3543,BRIARCLIFFE COLLEGE,21.2
3544,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),7.9
3545,EMPIRE BEAUTY SCHOOL,25.1
3546,MILWAUKEE INSTITUTE OF ART & DESIGN,6.3
3547,NORTH LAKE COLLEGE,17.1
3548,SACRED HEART SCHOOL OF THEOLOGY,0.0
3549,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,14.2
3550,ART INSTITUTE OF COLORADO (THE),17.0
3551,EMPIRE BEAUTY SCHOOL,12.1
3552,COLLEGE OF HAIR DESIGN,16.0
3553,ARLINGTON BAPTIST COLLEGE,13.6
3554,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,0.0
3555,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,16.6
3556,TESST COLLEGE OF TECHNOLOGY,22.6
3557,NORTHERN NEW MEXICO COLLEGE,13.2
3558,RAVENSCROFT BEAUTY COLLEGE,6.4
3559,MARINELLO SCHOOL OF BEAUTY,8.7
3560,OZARKA COLLEGE,35.0
3561,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,0.0
3562,CONCORDIA THEOLOGICAL SEMINARY,2.7
3563,OXFORD BROOKES UNIVERSITY,0.0
3564,CONCORDE CAREER INSTITUTE,25.4
3565,TRIANGLE TECH,8.7
3566,CAPRI COLLEGE,9.2
3567,CLEVELAND UNIVERSITY-KANSAS CITY,8.5
3568,ELEGANCE INTERNATIONAL,21.1
3569,KAPLAN COLLEGE,14.9
3570,MASSACHUSETTS SCHOOL OF BARBERING,0.0
3571,EMPIRE BEAUTY SCHOOL,15.8
3572,HOHOKUS SCHOOL - RETS/NUTLEY,10.9
3573,RIDLEY-LOWELL SCHOOL OF BUSINESS,14.8
3574,LAUREL TECHNICAL INSTITUTE,27.8
3575,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY WHITEVILLE,0.0
3576,SOUTHWEST INSTITUTE OF TECHNOLOGY,35.0
3577,LONG ISLAND BUSINESS INSTITUTE,20.0
3578,BEN-GURION UNIVERSITY OF THE NEGEV,0.0
3579,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,0.0
3580,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,0.0
3581,FIELDING GRADUATE UNIVERSITY,6.4
3582,HASTINGS BEAUTY SCHOOL,0.0
3583,UNIVERSITY OF NEW HAMPSHIRE SCHOOL OF LAW,2.0
3584,WESTERN TECHNICAL COLLEGE,26.6
3585,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,22.5
3586,UNIVERSITY OF PHOENIX,26.4
3587,AMERICAN CONSERVATORY THEATER FOUNDATION,0.0
3588,CENTRAL COMMUNITY COLLEGE,15.7
3589,ROSS MEDICAL EDUCATION CENTER,32.6
3590,UNIVERSIDAD POLITECNICA DE PUERTO RICO,10.2
3591,BROOKHAVEN COLLEGE,16.7
3592,MED-ASSIST SCHOOL OF HAWAII,16.9
3593,EVEREST INSTITUTE,26.3
3594,UNIVERSAL TECHNICAL INSTITUTE,16.0
3595,CARRINGTON COLLEGE,23.5
3596,NORTHWEST COLLEGE,18.4
3597,ROEHAMPTON UNIVERSITY,7.4
3598,KINGSWOOD UNIVERSITY,2.8
3599,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MURFREESBORO,0.0
3600,CAPRI INSTITUTE OF HAIR DESIGN,11.7
3601,HARRIS SCHOOL OF BUSINESS,18.4
3602,OTSEGO DELAWARE SCHOHARIE GREENE BOCES,17.3
3603,SPA TECH INSTITUTE,16.3
3604,SUMNER COLLEGE,24.1
3605,EVERGREEN BEAUTY AND BARBER COLLEGE,0.0
3606,HAIR DESIGN INSTITUTE AT FIFTH AVENUE,5.7
3607,COLLEGE OF COSMETOLOGY,29.2
3608,O'MORE COLLEGE OF DESIGN,5.2
3609,AMERICAN INSTITUTE,22.4
3610,TRINITY LUTHERAN COLLEGE,15.3
3611,BRAMSON ORT COLLEGE,21.4
3612,PENNSYLVANIA ACADEMY OF THE FINE ARTS,3.8
3613,TRUCKEE MEADOWS COMMUNITY COLLEGE,17.8
3614,UNIVERSITY OF HAWAII - WEST OAHU,13.6
3615,LONDON ACADEMY OF MUSIC & DRAMATIC ART,0.0
3616,WARDS CORNER BEAUTY ACADEMY,18.2
3617,COLUMBIA COLLEGE HOLLYWOOD,17.6
3618,CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS,7.2
3619,CALIFORNIA COLLEGE SAN DIEGO,28.4
3620,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES,35.8
3621,RICH MOUNTAIN COMMUNITY COLLEGE,0.0
3622,CUYAMACA COLLEGE,31.7
3623,DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS,12.0
3624,GREAT LAKES INSTITUTE OF TECHNOLOGY,18.1
3625,RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE,12.0
3626,PAUL MITCHELL THE SCHOOL NORTH HAVEN,10.5
3627,AMERICAN INTERCONTINENTAL UNIVERSITY,27.3
3628,ROBERTO-VENN SCHOOL OF LUTHIERY,11.1
3629,JOHNSON COLLEGE,10.6
3630,PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG CAMPUS,0.0
3631,UNIVERSITY OF PORTSMOUTH,0.0
3632,SANFORD-BROWN COLLEGE,28.3
3633,PUEBLO COMMUNITY COLLEGE,30.3
3634,UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE,0.0
3635,UPPER VALLEY JOINT VOCATIONAL SCHOOL,25.0
3636,ART INSTITUTE OF HOUSTON (THE),25.4
3637,GREAT OAKS INSTITUTE OF TECHNOLOGY & CAREER DEVELOPMENT,17.1
3638,BECK AREA CAREER CENTER,7.5
3639,NAROPA UNIVERSITY,5.8
3640,AVEDA INSTITUTE LAFAYETTE,13.6
3641,LEVITTOWN BEAUTY ACADEMY,11.6
3642,LONG ISLAND COLLEGE HOSPITAL - SCHOOL OF NURSING,7.3
3643,MISSION COLLEGE,19.7
3644,COURT REPORTING INSTITUTE OF DALLAS,16.1
3645,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,14.8
3646,UNIVERSITY OF LONDON - COURTAULD INSTITUTE OF ART,0.0
3647,SAYBROOK UNIVERSITY,8.0
3648,SAN JOAQUIN VALLEY COLLEGE,18.4
3649,YORKTOWNE BUSINESS INSTITUTE,13.6
3650,MIDWEST INSTITUTE,26.7
3651,EVEREST INSTITUTE,30.0
3652,NEW ENGLAND HAIR ACADEMY,0.0
3653,AVEDA INSTITUTE,7.3
3654,ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING,8.1
3655,UNIVERSITY OF SPA & COSMETOLOGY ARTS,16.8
3656,FRANKLIN TECHNOLOGY CENTER,20.4
3657,CAREER ACADEMY OF BEAUTY,24.2
3658,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,0.0
3659,NASHVILLE COLLEGE OF MEDICAL CAREERS,23.3
3660,CIRCLE IN THE SQUARE THEATRE SCHOOL,13.6
3661,MICHIGAN COLLEGE OF BEAUTY,23.1
3662,MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM,34.6
3663,ENID BEAUTY COLLEGE,17.5
3664,YTI CAREER INSTITUTE,18.0
3665,SOJOURNER-DOUGLASS COLLEGE,17.7
3666,VICTOR VALLEY BEAUTY COLLEGE,19.5
3667,INSTITUTE FOR BUSINESS & TECHNOLOGY,21.9
3668,ART INSTITUTE OF CINCINNATI (THE),25.6
3669,CENTRAL SCHOOL OF PRACTICAL NURSING,0.0
3670,TRIANGLE TECH,7.4
3671,DUCRET SCHOOL OF THE ARTS,0.0
3672,PENNCO TECH,29.5
3673,FORTIS INSTITUTE,15.1
3674,NATIONAL CONSERVATORY OF DRAMATIC ARTS,20.0
3675,UNIVERSITY OF CAMBRIDGE - SIDNEY SUSSEX COLLEGE,0.0
3676,LA' JAMES INTERNATIONAL COLLEGE - DAVENPORT,5.6
3677,OLD TOWN BARBER  COLLEGE,40.0
3678,WISCONSIN LUTHERAN COLLEGE,5.2
3679,AMERICAN COMMERCIAL COLLEGE,32.4
3680,ROB ROY ACADEMY,14.7
3681,BLACK HILLS BEAUTY COLLEGE,14.2
3682,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM,14.2
3683,PALO ALTO UNIVERSITY,8.4
3684,BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING,18.6
3685,HAWAII INSTITUTE OF HAIR DESIGN,18.1
3686,RIVERSIDE SCHOOL OF HEALTH CAREERS,10.2
3687,SAINT JOSEPH SCHOOL OF  NURSING,9.6
3688,CANTON CITY SCHOOLS ADULT CAREER & TECHNICAL EDUCATION,15.1
3689,MARTIN UNIVERSITY,18.7
3690,EMPIRE BEAUTY SCHOOL-LITTLETON,24.2
3691,SAVANNAH COLLEGE OF ART AND DESIGN,7.4
3692,UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE,0.0
3693,LEX LA RAY TECHNICAL CENTER,31.2
3694,SALISH KOOTENAI COLLEGE,16.4
3695,STERLING COLLEGE,7.1
3696,SINTE GLESKA UNIVERSITY,0.0
3697,TONI & GUY  HAIRDRESSING ACADEMY,8.0
3698,KILIAN COMMUNITY COLLEGE,23.8
3699,VET TECH INSTITUTE OF HOUSTON,26.1
3700,DELAWARE TECHNICAL  COMMUNITY COLLEGE,13.8
3701,SCOTT COLLEGE OF COSMETOLOGY,21.4
3702,CAYUGA ONONDAGA BOCES,26.0
3703,WAYNE - FINGER LAKES BOCES,12.7
3704,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELO,25.0
3705,SOUTH MOUNTAIN COMMUNITY COLLEGE,20.6
3706,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),0.0
3707,FASHION FOCUS HAIR ACADEMY,29.0
3708,MANHATTAN BEAUTY SCHOOL,28.9
3709,CONNECTICUT INSTITUTE OF HAIR DESIGN,9.0
3710,EMPIRE BEAUTY SCHOOL,15.9
3711,UNIVERSITY OF WINCHESTER (THE),0.0
3712,EMPIRE BEAUTY SCHOOL,25.5
3713,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,30.0
3714,COSMETOLOGY AND SPA INSTITUTE,8.8
3715,CENTRAL SUSQUEHANNA LPN CAREER CENTER,12.8
3716,KEISER UNIVERSITY,20.0
3717,YESHIVA SHAAR HATORAH,0.0
3718,PAUL MITCHELL THE SCHOOL NASHVILLE,21.0
3719,OAKBRIDGE ACADEMY OF ARTS,6.0
3720,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING,16.2
3721,DIVERS ACADEMY OF THE EASTERN SEABOARD,17.4
3722,BEAU MONDE COLLEGE OF HAIR DESIGN,20.2
3723,MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS,0.0
3724,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,2.9
3725,DELTA - MONTROSE TECHNICAL COLLEGE,25.8
3726,DAVIS APPLIED TECHNOLOGY COLLEGE,0.0
3727,FLORIDA CHRISTIAN COLLEGE,9.2
3728,UNIVERSITY OF OTAGO,0.0
3729,CONCORDE CAREER COLLEGE,27.6
3730,ROCHESTER GENERAL HOSPITAL,14.8
3731,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES,22.9
3732,MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER,7.3
3733,HARRISON COLLEGE,14.1
3734,OHIO BUSINESS COLLEGE,23.2
3735,MR BELA'S SCHOOL OF COSMETOLOGY,20.7
3736,DON ROBERTS BEAUTY SCHOOL,10.0
3737,APPALACHIAN BEAUTY SCHOOL,50.0
3738,BAPTIST COLLEGE OF FLORIDA (THE),4.9
3739,NEW HOPE CHRISTIAN COLLEGE,2.3
3740,COSMETOLOGY CAREERS UNLTD - HIBBING,31.2
3741,GENEVA GENERAL HOSPITAL,5.5
3742,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,27.0
3743,EMPIRE BEAUTY SCHOOL -THORNTON,11.4
3744,PCI ACADEMY,5.3
3745,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,0.0
3746,MUSICIANS INSTITUTE,23.1
3747,"IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA",4.3
3748,UNIVERSIDAD CENTRAL DEL CARIBE,3.4
3749,NEW YORK CAREER INSTITUTE,19.5
3750,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,21.2
3751,MASSACHUSETTS SCHOOL OF PROFESSIONAL PSYCHOLOGY,4.7
3752,FOREST INSTITUTE OF PROFESSIONAL PSYCHOLOGY,4.8
3753,DON ROBERTS SCHOOL OF HAIR DESIGN,7.1
3754,EDP UNIVERSITY OF PUERTO RICO,22.0
3755,SALON PROFESSIONAL ACADEMY (THE),9.5
3756,CHILLICOTHE BEAUTY ACADEMY,14.2
3757,CENTER FOR ADVANCED STUDIES ON PUERTO RICO & THE CARIBBEAN,100.0
3758,ELAINE P. NUNEZ COMMUNITY COLLEGE,13.6
3759,ITI TECHNICAL COLLEGE,20.1
3760,INSTITUTO DE BANCA Y COMERCIO,24.6
3761,PRAIRIE BIBLE INSTITUTE,4.3
3762,UNIVERSITY OF CAMBRIDGE - CORPUS CHRISTI COLLEGE,0.0
3763,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,0.0
3764,TRI COUNTY CAREER CENTER/ADULT CAREER CENTER,0.0
3765,EAST WEST UNIVERSITY,21.8
3766,DAVIS COLLEGE,11.6
3767,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,8.0
3768,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,17.6
3769,SWEDISH INSTITUTE,8.0
3770,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PRO,7.1
3771,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE,0.0
3772,UNITED STATES SPORTS ACADEMY,2.9
3773,BRUNSWICK COMMUNITY COLLEGE,0.0
3774,WESTERN INTERNATIONAL UNIVERSITY,13.7
3775,AILEY SCHOOL (THE),15.3
3776,HAMILTON - FULTON - MONTGOMERY BOCES,19.0
3777,CONCORDE CAREER INSTITUTE,22.1
3778,DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING,19.7
3779,EMPIRE BEAUTY SCHOOL,16.5
3780,ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING,18.3
3781,TRIANGLE TECH,9.9
3782,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,17.7
3783,LYNCHBURG GENERAL HOSPITAL SCHOOL OF NURSING,7.8
3784,CHERYL FELL'S SCHOOL OF BUSINESS,31.2
3785,PIPO ACADEMY OF HAIR DESIGN,0.0
3786,EMPIRE BEAUTY SCHOOL,10.4
3787,EMPIRE BEAUTY SCHOOL,21.4
3788,RIO SALADO COMMUNITY COLLEGE,22.8
3789,UNIVERSITY OF CAMBRIDGE - KING'S COLLEGE,0.0
3790,CHARLESTON SCHOOL OF BEAUTY CULTURE,40.4
3791,EAGLE GATE COLLEGE,23.8
3792,CITRUS HEIGHTS BEAUTY COLLEGE,0.0
3793,JOLIE HEALTH AND BEAUTY ACADEMY,8.6
3794,EASTERN SUFFOLK BOCES,10.8
3795,EMPIRE BEAUTY SCHOOL,25.2
3796,ARGOSY UNIVERSITY,13.4
3797,ROSS MEDICAL EDUCATION CENTER,30.7
3798,METRO BUSINESS COLLEGE,23.2
3799,MIDDLESEX UNIVERSITY,14.2
3800,ROB ROY ACADEMY,31.8
3801,NEW SCHOOL OF RADIO & TELEVISION,28.1
3802,CAMBRIDGE COLLEGE,10.7
3803,ORLEANS TECHNICAL INSTITUTE,21.7
3804,UNIVERSITY OF OXFORD - WYCLIFFE HALL,0.0
3805,CAPRI INSTITUTE OF HAIR DESIGN,16.4
3806,PAROBA COLLEGE OF COSMETOLOGY,20.0
3807,SAND SPRINGS BEAUTY COLLEGE,5.7
3808,SAINT AUGUSTINE COLLEGE,0.0
3809,MOLER BARBER COLLEGE,0.0
3810,UNIVERSITY OF CAMBRIDGE - MAGDALENE COLLEGE,0.0
3811,UNIVERSITY OF CAMBRIDGE - EMMANUEL COLLEGE,0.0
3812,ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS,25.8
3813,NORTHWEST TECHNICAL SCHOOL,0.0
3814,NORTHLAND CAREER CENTER,16.6
3815,SITTING BULL COLLEGE,0.0
3816,PENTECOSTAL THEOLOGICAL SEMINARY,3.0
3817,SIERRA VALLEY COLLEGE OF COURT REPORTING,14.7
3818,HOBE SOUND BIBLE COLLEGE,13.0
3819,MID-EAST CAREER AND TECHNOLOGY CENTERS - ADULT EDUCATION,24.2
3820,CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS,50.9
3821,EMMA'S BEAUTY ACADEMY,0.0
3822,RIJKSUNIVERSITEIT GRONINGEN,25.0
3823,SCHILLING - DOUGLAS SCHOOL OF HAIR DESIGN,11.6
3824,FORTIS COLLEGE,16.6
3825,TORAH TEMIMAH TALMUDICAL SEMINARY,0.0
3826,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT SCHOOLS,16.8
3827,THOMAS A EDISON STATE COLLEGE,6.5
3828,"MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS",6.0
3829,WALNUT HILL COLLEGE,12.5
3830,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",0.0
3831,UNIVERSITY OF WESTMINSTER,4.6
3832,MODERN HAIRSTYLING INSTITUTE,0.0
3833,MODERN HAIRSTYLING INSTITUTE,0.0
3834,TAYLOR UNIVERSITY COLLEGE AND SEMINARY,0.0
3835,LICEO DE ARTE Y TECNOLOGIA,16.3
3836,MODERN HAIRSTYLING INSTITUTE,0.0
3837,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,16.4
3838,GUILDHALL SCHOOL OF MUSIC & DRAMA,25.0
3839,HOLLYWOOD COSMETOLOGY CENTER,0.0
3840,BATON ROUGE SCHOOL OF COMPUTERS,27.5
3841,NORTH BENNET STREET SCHOOL,4.0
3842,MICHIGAN SCHOOL OF PROFESSIONAL PSYCHOLOGY,4.7
3843,ORLEANS NIAGARA BOCES,33.3
3844,HERITAGE CHRISTIAN UNIVERSITY,26.0
3845,AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD,28.5
3846,"GUTI, THE PREMIER BEAUTY AND WELLNESS ACADEMY",18.2
3847,COLUMBIA BIBLE COLLEGE,0.0
3848,KAPLAN COLLEGE,21.2
3849,PHAGANS' SCHOOL OF HAIR DESIGN,17.8
3850,STYLEMASTERS COLLEGE OF HAIR DESIGN,37.0
3851,SANFORD-BROWN INSTITUTE,24.3
3852,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,0.0
3853,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,12.7
3854,CANNELLA SCHOOL OF HAIR DESIGN,0.0
3855,OZARK CHRISTIAN COLLEGE,10.3
3856,AUGUSTA AREA DIETETIC INTERNSHIP UNIVERSITY HOSPITAL,0.0
3857,GENE JUAREZ BEAUTY SCHOOLS,20.9
3858,NEVADA REGIONAL TECHNICAL CENTER,0.0
3859,ERIE INSTITUTE OF TECHNOLOGY,22.1
3860,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",24.1
3861,COLLEGE OF WILMINGTON,20.0
3862,SANFORD-BROWN COLLEGE,26.9
3863,HUNTER BUSINESS SCHOOL,13.9
3864,TONI & GUY HAIRDRESSING ACADEMY,0.0
3865,STROUDSBURG SCHOOL OF COSMETOLOGY,0.0
3866,UNIVERSITY OF CAMBRIDGE - CHRIST'S COLLEGE,0.0
3867,CHINESE UNIVERSITY OF HONG KONG (THE),100.0
3868,MADERA BEAUTY COLLEGE,0.0
3869,TAYLORTOWN SCHOOL OF BEAUTY,0.0
3870,UNIVERSITEIT UTRECHT,9.0
3871,UNIVERSITY OF LONDON - LONDON SCHOOL OF HYGIENE & TROPICAL MEDICI,0.0
3872,FAYETTEVILLE BEAUTY COLLEGE,29.6
3873,MEDINA COUNTY JOINT VOCATIONAL SCHOOL,0.0
3874,SALON SUCCESS ACADEMY,12.1
3875,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,5.0
